48.9965,2.56977,0,0
48.9965,2.5787,0,0
48.9969,2.58762,0,0
48.9978,2.59518,0,0
48.9983,2.60342,0,0
48.9987,2.6096,0,0
49.0001,2.62058,0,0
49.001,2.63432,0,0
49.0023,2.64736,0,0
49.0014,2.66041,0,0
49.0041,2.69062,0,0
49.0041,2.70435,0,0
49.0077,2.72495,0,0
49.0082,2.75928,0,0
49.0073,2.80598,0,0
49.005,2.82864,0,0
49.0082,2.87258,0,0
49.0095,2.90073,0,0
49.0041,2.97455,0,0
48.9897,3.02948,0,0
48.9663,3.09952,0,0
48.9555,3.11874,0,0
48.9456,3.13797,0,0
48.9312,3.18878,0,0
48.9135,3.26981,0,0
48.9045,3.311,0,0
48.8954,3.39615,0,0
48.8647,3.48404,0,0
48.8413,3.57742,0,0
48.8268,3.6763,0,0
48.8034,3.76968,0,0
48.7709,3.86581,0,0
48.7474,3.96744,0,0
48.715,4.09103,0,0
48.7005,4.17892,0,0
48.576,4.81201,0,0
48.4605,5.20752,0,0
48.3017,5.8667,0,0
48.215,6.21826,0,0
48.1284,6.54785,0,0
47.9985,6.96533,0,0
47.7675,7.4707,0,0
47.652,7.86621,0,0
47.5798,8.23975,0,0
47.5509,8.9209,0,0
47.5076,9.25049,0,0
47.421,9.99756,0,0
47.3921,10.7007,0,0
47.2477,11.5356,0,0
47.1467,12.4805,0,0
47.2044,13.689,0,0
47.1178,14.9634,0,0
47.0889,15.4248,0,0
46.8605,16.5454,0,0
46.6509,17.1606,0,0
46.3214,18.2153,0,0
45.977,19.6216,0,0
45.7225,20.5444,0,0
45.5128,21.4014,0,0
45.2732,22.3682,0,0
45.0115,23.7964,0,0
44.8408,24.4116,0,0
44.6547,25.2246,0,0
44.4375,26.1475,0,0
44.197,27.2241,0,0
44.0109,28.2129,0,0
43.7006,28.8501,0,0
43.3128,29.8169,0,0
43.0127,30.4761,0,0
42.8201,30.8936,0,0
42.6756,31.7725,0,0
42.5472,32.5854,0,0
42.4027,33.3325,0,0
42.2262,34.2773,0,0
42.0978,35.2002,0,0
41.8249,36.4746,0,0
41.8088,37.0239,0,0
41.7286,37.9028,0,0
41.6323,38.9355,0,0
41.552,40.144,0,0
41.5841,41.1328,0,0
41.6002,41.6821,0,0
41.4236,43.4399,0,0
41.2631,44.8462,0,0
41.1186,46.9995,0,0
40.8223,48.7354,0,0
40.7394,50.0977,0,0
40.391,52.0312,0,0
40.1422,53.1079,0,0
39.9349,53.9429,0,0
39.6031,54.9097,0,0
39.3128,55.7886,0,0
39.1303,56.5137,0,0
38.8649,57.4805,0,0
38.4717,58.5132,0,0
38.0779,59.9634,0,0
37.7698,60.8423,0,0
37.2905,62.3145,0,0
37.1535,63.1714,0,0
36.9823,63.9185,0,0
36.9823,64.5557,0,0
36.9139,64.7974,0,0
36.7427,65.1929,0,0
36.2363,66.0938,0,0
35.6718,67.0605,0,0
35.3895,67.7197,0,0
34.9485,68.6206,0,0
34.6133,69.1919,0,0
34.3487,69.895,0,0
33.9714,70.4224,0,0
33.7536,70.6201,0,0
33.5358,70.8618,0,0
33.6084,71.2573,0,0
33.5721,71.5649,0,0
33.2817,72.2681,0,0
33.0639,72.6196,0,0
32.7553,73.125,0,0
32.3742,73.4766,0,0
32.0293,73.7402,0,0
31.7005,74.0698,0,0
31.6073,74.2236,0,0
31.5513,74.707,0,0
31.4208,75.1245,0,0
31.3276,75.5859,0,0
31.2157,76.0913,0,0
31.1412,76.4429,0,0
31.0852,76.6846,0,0
30.5632,77.2339,0,0
30.209,77.5415,0,0
29.7615,77.981,0,0
29.411,78.3545,0,0
29.086,78.75,0,0
28.298,79.6948,0,0
27.6269,80.7056,0,0
26.8635,81.8481,0,0
26.3938,83.1665,0,0
26.1199,84.3091,0,0
25.6111,86.5063,0,0
25.1415,88.0884,0,0
24.8676,88.6157,0,0
24.6034,89.5166,0,0
24.2573,90.4175,0,0
23.8175,91.7139,0,0
23.5576,92.6587,0,0
23.3577,93.3838,0,0
23.1978,93.8452,0,0
23.1178,94.0649,0,0
22.9179,94.8779,0,0
22.858,95.2075,0,0
22.818,95.6689,0,0
22.818,96.0645,0,0
22.838,96.4819,0,0
22.9179,97.229,0,0
23.0579,97.6685,0,0
23.3977,98.4814,0,0
23.8775,99.1187,0,0
24.1373,99.6899,0,0
24.3572,101.14,0,0
24.7012,102.129,0,0
24.9556,102.722,0,0
24.8969,103.623,0,0
24.6425,105.403,0,0
24.3972,106.194,0,0
24.0174,107.139,0,0
23.6576,108.237,0,0
23.3777,109.38,0,0
23.2178,109.951,0,0
23.0579,110.522,0,0
22.758,111.467,0,0
22.2783,112.5,0,0
22.2704,112.836,0,0
22.2806,112.944,0,0
22.2624,113.111,0,0
22.2116,113.21,0,0
22.1633,113.301,0,0
22.0616,113.43,0,0
21.9752,113.504,0,0
21.873,113.608,0,0
21.845,113.682,0,0
21.8475,113.864,0,0
21.901,113.91,0,0
21.9574,113.899,0,0
22.026,113.853,0,0
22.0667,113.801,0,0
22.1175,113.751,0,0
22.148,113.718,0,0
22.1938,113.685,0,0
22.2217,113.68,0,0
22.2446,113.702,0,0
22.265,113.726,0,0
22.278,113.781,0,0
22.3034,113.828,0,0
22.3135,113.875,0,0
22.3211,113.891,0,0